"Zone","Year","gm_median","gm_hdi_low","gm_hdi_high","n"
"Core",2000,0.0661253878748441,0.046373680729959,0.0917126183902776,999
"Core",2001,0.0723863783284804,0.0523848899247368,0.0955082760908694,999
"Core",2002,0.0751236545650511,0.0547271811404084,0.0963462807520737,999
"Core",2003,0.0790166986168383,0.0577540148337444,0.100761530693227,999
"Core",2004,0.0766431429112027,0.0543366587844029,0.0977568908444472,999
"Core",2005,0.0790592933407105,0.0577139453026903,0.101489802899111,999
"Core",2006,0.0759487236636672,0.0573547730464973,0.100951805192139,999
"Core",2007,0.0722448662662328,0.0522283439327971,0.0929331942948612,999
"Core",2008,0.0734590944178133,0.055354865428476,0.0930543064385509,999
"Core",2009,0.0733022363181392,0.0549006733740778,0.0896581724983724,999
"Core",2010,0.076178527797523,0.0607348511875184,0.0939978028634255,999
"Core",2011,0.0795047261345624,0.0622999777008759,0.0931479426755305,999
"Core",2012,0.0776963250154799,0.0622134226844847,0.0933397026214544,999
"Core",2013,0.0777788540750417,0.06279471218933,0.0925895844005424,999
"Core",2014,0.0783939958928354,0.0643145889057928,0.0923150885404836,999
"Core",2015,0.0822165836401731,0.0685080534908517,0.0989344623819408,999
"Core",2016,0.0854424930710667,0.0728974448627434,0.0982782493785893,999
"Core",2017,0.0849998849780303,0.0710335836303339,0.0986823970140946,999
"Core",2018,0.0900795807163398,0.0748155348799362,0.103480706174844,999
"Core",2019,0.103922235460746,0.0867917433590124,0.11872819785273,999
"Core",2020,0.11256243148072,0.0942108812310306,0.132312943916092,999
"Core",2021,0.0929307480566379,0.076763499404564,0.108548860044833,999
"Core",2022,0.0815374537835732,0.0679020168368563,0.0956868931106871,999
"Core",2023,0.068456453318664,0.0547604077200517,0.0825257086253833,999
"Buffer",2000,0.125381058337292,0.101646820710736,0.154955913171058,999
"Buffer",2001,0.1347076606622,0.110595465127657,0.16090875363475,999
"Buffer",2002,0.139312269518404,0.117620051688272,0.166316089703418,999
"Buffer",2003,0.142198138399441,0.121105677333422,0.16742901056733,999
"Buffer",2004,0.145815218711603,0.124162704467559,0.168893944952527,999
"Buffer",2005,0.144606984268165,0.122010511884603,0.169014944353455,999
"Buffer",2006,0.144970460904474,0.122797052357456,0.162586141782871,999
"Buffer",2007,0.143798268465138,0.12320075960191,0.163264792800714,999
"Buffer",2008,0.137179276070442,0.118861732875025,0.155646201448004,999
"Buffer",2009,0.132892029385355,0.11769537329021,0.149649278047909,999
"Buffer",2010,0.124653890096013,0.111658015646547,0.141051586543175,999
"Buffer",2011,0.119858854699192,0.105137614505057,0.134167532811082,999
"Buffer",2012,0.120432191046861,0.107962716427102,0.134060810817951,999
"Buffer",2013,0.123327578403095,0.110579059087198,0.133944597959961,999
"Buffer",2014,0.131746091937226,0.118958551012871,0.142952055020475,999
"Buffer",2015,0.133601368088855,0.122001702788217,0.143904194054531,999
"Buffer",2016,0.13606976394111,0.125722481261809,0.145521151962501,999
"Buffer",2017,0.153426668008626,0.144240330969403,0.162805254093883,999
"Buffer",2018,0.160674670420156,0.151477838637341,0.170317056237395,999
"Buffer",2019,0.171034256147884,0.16155748604625,0.181089984759473,999
"Buffer",2020,0.152136637139092,0.143143526738811,0.163254457622088,999
"Buffer",2021,0.13623558823725,0.125973686916437,0.145660444481937,999
"Buffer",2022,0.118157486280755,0.108401327414216,0.127122295445571,999
"Buffer",2023,0.108309856443845,0.0979168311576322,0.118041466420911,999
"Outside",2000,0.131863161104015,0.105046020423767,0.15543533269091,999
"Outside",2001,0.137248443366256,0.111873731674775,0.158542291872042,999
"Outside",2002,0.139314336881717,0.117731360866889,0.160490437390902,999
"Outside",2003,0.14069594193703,0.120684514464844,0.160409707808021,999
"Outside",2004,0.143701738659297,0.124575327855091,0.161269676929107,999
"Outside",2005,0.147100625982379,0.129492646158427,0.165154657219771,999
"Outside",2006,0.147445688737009,0.130772413244639,0.164259852377225,999
"Outside",2007,0.146375163210533,0.131252983443028,0.162534227949156,999
"Outside",2008,0.143733356059934,0.128523630549272,0.157823677953211,999
"Outside",2009,0.139048475463287,0.125386451189584,0.152583474544164,999
"Outside",2010,0.129702300636156,0.118551101839577,0.141156002084404,999
"Outside",2011,0.125462414986161,0.114635870512418,0.136177524799935,999
"Outside",2012,0.123588284194255,0.113017119980986,0.133830605655687,999
"Outside",2013,0.121664289090532,0.112541054803387,0.130827537949832,999
"Outside",2014,0.123097515103204,0.113730570268504,0.132910323230022,999
"Outside",2015,0.123530315594801,0.109794352277579,0.132136814145603,999
"Outside",2016,0.130769395510147,0.122082469144002,0.140134394487789,999
"Outside",2017,0.137113936799059,0.127801464581616,0.146150700087503,999
"Outside",2018,0.133826974350259,0.12558700887638,0.142886169398202,999
"Outside",2019,0.139869959155837,0.131114821274422,0.148611791514683,999
"Outside",2020,0.141493580737662,0.131368260855867,0.150858120035458,999
"Outside",2021,0.13533226310421,0.12491202776398,0.145051491543315,999
"Outside",2022,0.12168952178942,0.111838568521021,0.131312162702794,999
"Outside",2023,0.117114726447528,0.106745931748813,0.128808073832041,999
